Klinik name,klinik website,Stellenlink,Kontak
kbo-Isar-Amper-Klinikum Region München Taufkirchen (Vils),https://kbo-iak.de/,https://kbo.de/karriere/jobboerse?tx_solr%5Bfilter%5D%5B0%5D=jobProfession%3AMedizin," Herr Prof. Dr. Martin Marziniak
Chefarzt 
Neurologie-Sekretariat.iak-kmo@kbo.de Siegfried Unterhuber Ansprechpartner Personal siegfried.unterhuber@kbo.de     "
kbo-Lechklinik Mangfall Tagesklinik PSY,https://kbo-lmk.de/standorte/kbo-lech-mangfall-klinik-peissenberg,https://kbo.de/karriere/jobboerse?tx_solr%5Bfilter%5D%5B0%5D=jobLocation%3Akbo-Lech-Mangfall-Kliniken," Bewerbungen.lmk@kbo.de
PD Dr. med. Florian Seemüller, Chefarzt 
Sekretariat.LMK-GAP@kbo.de Bewerbungen.lmk@kbo.de
PD Dr. med. Florian Seemüller, Chefarzt 
florian.seemueller@kbo.de
Sekretariat.LMK-GAP@kbo.de     "
kbo-Heckscher-Klinikum Haar,https://kbo-heckscher-klinikum.de/standorte/haar,https://kbo.de/karriere/jobboerse?tx_solr%5Bfilter%5D%5B0%5D=jobLocation%3Akbo-Heckscher-Klinikum,       
KBO-Inn-Salzach Klinikum Wasserburg,https://kbo-isk.de/,https://kbo.de/karriere/jobboerse?tx_solr%5Bfilter%5D%5B0%5D=jobLocation%3Akbo-Inn-Salzach-Klinikum," Ärztlicher Direktor Prof. Dr. med. Zwanzger
Peter.Zwanzger@kbo.de
Allgemein
isk-bewerbung@kbo.de Chefarzt Dr. Winkler
Tobias.Winkler@kbo.de 
Verwaltungsleiter, Leiter Personal Tobias Forstner
isk-bewerbung@kbo.de Frau Myriam Schroeder
Leitende Oberärztin Klinikbereich Süd-Ost 
eiter Personal
alexander.haertel-kesselring@kbo.de    "
kbo-Lech-Mangfall-Klinik Landsberg am Lech18104,https://kbo-lmk.de/standorte/kbo-lech-mangfall-klinik-landsberg-am-lech,https://kbo.de/karriere/jobboerse?tx_solr%5Bfilter%5D%5B0%5D=jobLocation%3Akbo-Lech-Mangfall-Kliniken&tx_solr%5Bfilter%5D%5B1%5D=jobProfession%3AMedizin," Chefärztin Priv.-Doz. Dr. Marion Ortner
marion.ortner@kbo.de
16_01_25_ möchte weiterhin informiert werden Leitende Oberärztin Klinikbereich West
Frau Dr. Mannhart
Sekreteriat info.hek-lal@kbo.de  Bewerbungen.lmk@kbo.de Leitende Oberärztin Klinikbereich West
Frau Dr. Mannhart
Sekreteriat info.hek-lal@kbo.de  Bewerbungen.lmk@kbo.de    "
kbo-Heckscher Klinikum Landsberg am Lech,https://kbo-heckscher-klinikum.de/standorte/landsberg,https://kbo.de/karriere/jobboerse?tx_solr%5Bfilter%5D%5B0%5D=jobLocation%3Akbo-Heckscher-Klinikum,       
Psychosomatische Klinik Kloster Dießen,https://www.psychosomatik-diessen.de/,https://www.psychosomatik-diessen.de/karriere/stellenangebote," Prof. Dr. med. Bert te Wildt Chefarzt
Bert.teWildt@artemed.de
Ansprechpartnerin Pilar Haugg
bewerbung-diessen@artemed.de      "
Krankenhaus Agatharied,https://www.khagatharied.de/,https://karriere.khagatharied.de/stellenangebote.html,"  Personalreferentin Stefanie Wagner Margit Kellerer
Chefärztin - Kinder- und Jugendmedizin
margit.kellerer@khagatharied.de     "
kbo-Lech-Mangfall-Klinik Agatharied,https://kbo-lmk.de/standorte/kbo-lech-mangfall-klinik-agatharied,https://kbo-lmk.de/karriere/stellenangebote," Chefarzt Prof. Dr. Michael Landgrebe
michael.landgrebe@kbo.de      "
Innklinikum Mühldorf am Inn,https://www.innklinikum.de/,https://www.innklinikum.de/stellenangebote-uebersicht," ""Chefarzt Mühldorf Dr. med. Stephan von Clarmann 
 Sekreteriatinnere.mue@innklinikum.de
 Allgemein info@innklinikum.de"" Priv.-Doz. Dr. med. Michael Dolch
Chefarzt Anästhesie, Intensivmedizin
michael.dolch@innklinikum.de
anaesthesie.aoe@innklinikum.de
info@innklinikum.de     "
Innklinikum Altötting-Mühldorf,https://www.innklinikum.de/,https://www.innklinikum.de/stellenangebote-uebersicht," Chefarzt Allgemeine Innere Medizin und Akutgeriatrie
 Dr. med. Stephan von Clarmann
innere.mue@innklinikum.de
 info@innklinikum.de InnKlinikum Altötting
Chefarzt Medizinische Klinik II
Priv.-Doz. Dr. med. Sebastian Rasch InnKlinikum Altötting
Chefarzt der Medizinischen Klinik I
Dr. med. Walter Notheis
w.notheis@innklinikum.de Chefarzt Altötting 
Prof. Dr. med. Christian Jurowich Chefarzt Medizinische Klinik II  "
Innklinikum Haag in OB,https://www.innklinikum.de/medizin-standorte/therapiezentrum-haag,https://www.innklinikum.de/stellenangebote-uebersicht,       
Wolfartklinik Gräfelfing,https://wolfartklinik.de/,https://wolfartklinik.de/karriere/stellenangebote/," Michael Scheininger
Ärztlicher Leiter
info@wolfartklinik.deNicht an Info schicken, kommt zurück
bewerbung@wolfartklinik.de      "
kbo-Isar-Amperklinik München Ost,https://kbo-iak.de/,https://recruitingapp-5656.de.umantis.com/Jobs/1?lang=ger&CompanyID=All&Reset=G&ContentOnly=,       
Urologische Klinik München-Planegg,https://www.ukmp.de/,https://www.ukmp.de/news/stellenangebote.html, bewerbung@ukmp.de      
AMEOS Klinikum St. Elisabeth Neuburg,https://www.ameos.eu/neuburg,https://karriere.ameos.eu/offene-stellen?location=Neuburg%20an%20der%20Donau," Chefarzt Herr Dr. Johannes Ketterle 
Sekretariat.Innere@neuburg.ameos.de  Chefarzt der KJPP Dr. Simon Mayer
simon.mayer@neuburg.ameos.de 
Sekretariat.KJPP@neuburg.ameos.de  Chefärzte Herr Dr. Achim Wolf
Herr Dr. Markus Ring
sekretariat.chirurgie@neuburg.ameos.de
Lidija.Nemec@neuburg.ameos.de Chefarzt, Herr Dr. Peter M. Reil
Abteilung Innere Medizin I - Kardiologie
Chefarzt Dr. Roland Heiduk
Abteilung Innere Medizin II - Gastroenterologie
Sekreteriat Inner
sekretariat.innere@neuburg.ameos.de
Leiter AMEOS Institut Süd - Neuburg
Walter Heinrich
walter.heinrich@neuburg.ameos.de  Herr Dr. Marcus Kettemann
Sekreteriat
Sekretariat.Anaesthesie@neuburg.ameos.de Chefarzt der Kinder- und Jugendmedizin
Herr Dr. Daniel Vilser "
Kreiskrankenhaus Schrobenhausen,https://www.kkh-sob.de/,https://www.kkh-sob.de/karriere/stellenangebote/," Chefarzt Dr. med. Martin Schreiber
 martin.schreiber@kkh-sob.de
 Personalstelle Dr. med. Amir Hamed Shojaei
Chefarzt für Orthopädie und Unfallchirurgiechirurgie
sekretariatch@kkh-sob.de 
 Personalstelle bewerbung@kkh-sob.de     "
Danuvius Klinik Neuburg an der Donau,https://www.danuviusklinik.de/kliniken/neuburg/,https://www.celenus-karriere.de/jobs/company/2/danuvius/,       
Danuvius Klinik Pfaffenhofen,https://www.danuviusklinik.de/kliniken/pfaffenhofen/,https://www.celenus-karriere.de/jobs/company/2/danuvius/, karriere@celenus-kliniken.de      
Orthopädische Klinik Aschau am Chiemsee,https://www.kiz-chiemgau.de/,https://www.kiz-chiemgau.de/stellenangebote,       
Klinik Bad Trissl Oberaudorf,https://www.klinik-bad-trissl.de/,https://www.klinik-bad-trissl.de/beruf-karriere/stellenangebote/," Prof. Dr. med. Kai Nowak
Chefarzt Allgemein-, Gefäß- und Thoraxchirurgie
Kai.nowak@ro-med.de
personalgewinnung@ro-med.de personal@klinik-bad-trissl.de     "
KBO-Inn-Salzach Klinikum Wasserburg,https://kbo-isk.de/,https://kbo.de/karriere/jobboerse?tx_solr%5Bfilter%5D%5B0%5D=jobLocation%3Akbo-Inn-Salzach-Klinikum," Ärztlicher Direktor Prof. Dr. med. Zwanzger
Peter.Zwanzger@kbo.de
Allgemein
isk-bewerbung@kbo.de Chefarzt Dr. Winkler
Tobias.Winkler@kbo.de 
Verwaltungsleiter, Leiter Personal Tobias Forstner
isk-bewerbung@kbo.de     "
