Klinik name,klinik website,Stellenlink,Kontak
HELIOS Park-Klinikum Leipzig Postleitzahl 04289,https://www.helios-gesundheit.de/standorte-angebote/kliniken/leipzig/,https://www.helios-gesundheit.de/karriere/job-finden/?tx_heliosuwstemplates_jobsearch%5Btitle%5D=arzt&tx_heliosuwstemplates_jobsearch%5Blocation%5D=04289,"Herr Sebastian Burkhardt (Teamleiter Recruiting)
Karriere.RegionLeipzig@helios-gesundheit.de Herr Dr. med. Herbert Kiefer
herbert.kiefer@helios-gesundheit.de
Chefarzt der Klinik für Anästhesiologie
bewerbung.parkklinikum@helios-gesundheit.de      "
HELIOS Vogtland-Klinikum Plauen Postleitzahl 08529,https://www.helios-gesundheit.de/standorte-angebote/kliniken/plauen/,https://www.helios-gesundheit.de/karriere/job-finden/?tx_heliosuwstemplates_jobsearch%5Btitle%5D=arzt&tx_heliosuwstemplates_jobsearch%5Blocation%5D=08529,Emails nur an Personalreferenten senden  bewerbungen.plauen@helios-gesundheit.de Philipp.Baumann@helios-gesundheit.de     
HELIOS Weißeritztal-Freiberg-KlinikenPostleitzahl 01705,https://www.helios-gesundheit.de/standorte-angebote/kliniken/weisseritztal/,https://www.helios-gesundheit.de/karriere/job-finden/?tx_heliosuwstemplates_jobsearch%5btitle%5d=&tx_heliosuwstemplates_jobsearch%5blocation%5d=01705&tx_heliosuwstemplates_jobsearch%5bcategory%5d=,"Helios Freital
Sekretärin des Zentrums für Innere Medizin
Frau Maja Flämig
maja.flaemig@helios-gesundheit.de
personal.weisseritztal@helios-gesundheit.de       "
HELIOS Klinikum Pirna Postleitzahl 01796,https://www.helios-gesundheit.de/standorte-angebote/kliniken/pirna/,https://www.helios-gesundheit.de/karriere/job-finden/?tx_heliosuwstemplates_jobsearch%5btitle%5d=&tx_heliosuwstemplates_jobsearch%5blocation%5d=01796&tx_heliosuwstemplates_jobsearch%5bcategory%5d=,"Herrn Prof. Dr. med. Steffen Schön
Chefarzt der Klinik für Innere Medizin II
steffen.schoen@helios-gesundheit.de
kontakt.pirna@helios-gesundheit.de Helios Freital
Sekretärin des Zentrums für Innere Medizin
Frau Maja Flämig
maja.flaemig@helios-gesundheit.de
personal.weisseritztal@helios-gesundheit.de anka.baldauf-twelker@helios-gesundheit.de
CA Urologie Frau Anna-Magdalena Brosch 
Oberärztin Klinik für Innere Medizin I
Anna-Magdalena.Brosch@helios-gesundheit.de. Dr. Carolin Höhlig, Chefärztin
carolin.hoehlig@helios-gesundheit.de   "
Herzzentrum Leipzig,https://www.helios-gesundheit.de/karriere/standorte/leipzig/das-sind-wir/herzzentrum/,https://www.helios-gesundheit.de/karriere/job-finden/?tx_heliosuwstemplates_jobsearch%5Baction%5D=geoSearch&tx_heliosuwstemplates_jobsearch%5Bcontroller%5D=Job&tx_heliosuwstemplates_jobsearch%5Blocation%5D=04289&tx_heliosuwstemplates_jobsearch%5Bpage%5D=1&tx_heliosuwstemplates_jobsearch%5Btitle%5D=arzt&cHash=8f3f179d34a42431b7145e59698c5861,bewerbung.parkklinikum[at]helios-gesundheit.de       
Klinikum Döbeln,https://www.klinikum-doebeln.de/, https://klinikum-doebeln.de/karriere/stellenangebote/,petra.hoffmann@klinikum-doebeln.de       
Klinikum Obergöltzsch Rodewisch,https://www.klinikum-obergoeltzsch.de/,"Aktuelle Stellenangebote - Klinikum Obergöltzsch Rodewisch, Vogtlandkreis (klinikum-obergoeltzsch.de)","Chefärztin Grazyna Adamiak-Brych
Klinik für Kinder- und Jugendmedizin
g.brych@klinikum-obergoeltzsch.de
personalabteilung@klinikum-obergoeltzsch.de personalabteilung@klinikum-obergoeltzsch.de  a.seidel@klinikum-obergoeltzsch.de
Herr Seidel CA Innere Medizin Dr. Wolfgang Liskowsky
Chefarzt der Klinik
wolfgang.liskowsky@skhro.sms.sachsen.de
personalabteilung@klinikum-obergoeltzsch.de  Herr Prof. Dr. med. habil. C. Christoph Schultz
Ärztlicher Direktor und Chefarzt der Klinik
christoph.schultz@skhro.sms.sachsen.de
Personalleiter Peter Geipel
Personalabteilung@skhro.sms.sachsen.de   "
Sächsisches Krankenhaus Rodewisch,https://www.skh-rodewisch.sachsen.de/startseite/,Ärztlicher Dienst und Psychologen | Sächsisches Krankenhaus Rodewisch (sachsen.de),"Herr Prof. Dr. med. habil. C. Christoph Schultz
Ärztlicher Direktor und Chefarzt der Klinik
christoph.schultz@skhro.sms.sachsen.de
Personalabteilung@skhro.sms.sachsen.de       "
Paracelsus Klinik Sachsen - Adorf/Schöneck,https://www.paracelsus-kliniken.de/akut/schoeneck/,https://jobs.pkd.de/#jobs%3Alocation%253D%255B%2522Sachsen%2522%255D%26category%253D%255B%2522%25C3%2584rztlicher%2520Dienst%2522%255D,"Herrn Dr. Dieter Haugk
dieter.haugk@pkd.de
jenny.bittner@pkd.de Recruiterin  Martin Ebert
martin.ebert@pkd.de Leitender Arzt Herr Mounir Mgannem
mounir.mgannem@pkd.de     "
MediClin Klinik am Brunnenberg 08645,https://www.klinik-am-brunnenberg.de/,https://www.mediclin-karriere.de/klinik-am-brunnenberg/,       
MediClin MVZ Leipzig,https://www.leipzig-mvz.de/,https://www.mediclin-karriere.de/medizinische-versorgungszentren-uebersicht/?clinic=mediclin-mvz-leipzig&radius=200&cHash=f701a7e900ff986fed2888c692d4779f,       
Heinrich-Braun-Klinikum,https://www.heinrich-braun-klinikum.de/,https://www.heinrich-braun-klinikum.de/stellenangebote.php,"Chefärztin Dr. med. Conny Huster
kind@hbk-zwickau.de
bewerbungen@hbk-zwickau.de Chefarzt Dr. med. Uwe Leibiger
uwe.leibiger@pkd.de
wintensiv@zwickau.de
bewerbungen@hbk-zwickau.de Chefarzt Innere Medizin I
Herr Priv.-Doz. Dr. med. Holger Sigusch
Holger.Sigusch@hbk-zwickau.de
ime1@hbk-zwickau.de
bewerbungen@hbk-zwickau.de Chefarzt Innere Medizin III
Herr Dr. med. Lars-Olof Mügge
ime3@hbk-zwickau.de
bewerbungen@hbk-zwickau.de Chefarzt Innere Medizin V
Chefarzt Dr. med. Reinhold Müller
ime5@hbk-zwickau.de
bewerbungen@hbk-zwickau.de Chefärztin der Klinik für Innere Medizin
Geriatrie, Frau Tatyana Baron
Tatyana.Baron@hbk-zwickau.de
ime3@hbk-zwickau.de
bewerbungen@hbk-zwickau.de Chefarzt Klinik für Psychiatrie/Psychotherapie
Herr Dr. med. Dr. rer. nat. Horst Koch
psyc@hbk-zwickau.de
bewerbungen@hbk-zwickau.de Chefarzt 
Prof. Dr. med. Bernhard Karich
bernhard.karich@hbk-zwickau.de
bewerbungen@hbk-zwickau.de
Sekreteriat Kerstin Bauer
unfc@hbk-zwickau.de"
Rudolf Virchow Klinikum Glauchau,https://www.klinikum-glauchau.de/,https://www.klinikum-glauchau.de/ausbildung-karriere/,"kathleen.geyer@klinikum-glauchau.de
Personalreferentin
innere@klinikum-glauchau.de
Chefarzt Dr. med. Uwe Beyreuther Dr. med. Carsten Kretzschmar
Chefarzt Chirugie
chirurgie@klinikum-glauchau.de
kathleen.geyer@klinikum-glauchau.de
Personalreferentin      "
Pleißental-Klinik,https://www.pleissental-klinik.de/,https://www.pleissental-klinik.de/karriere/aerztlicher-dienst/222-aerztlicher-dienst,"personal@pleissental-klinik.de
Mario Digmayer Chefarzt Orthopädie- und Unfallchirurgie
Dr. med. Uwe Butzke 
Sekreteriat 
sek.chirurgie@pleissental-klinik.de
personal@pleissental-klinik.de
Mario Digmayer""      "
Universitätsklinikum Carl Gustav Carus an der TU Dresden,https://www.uniklinikum-dresden.de/de,https://www.uniklinikum-dresden.de/de/jobs-und-karriere/stellenangebote,       
Städtisches Klinikum Dresden,https://www.klinikum-dresden.de/,https://mein.klinikum-dresden.de/beruf-karriere/arbeiten-im-klinikum/karriere/stellenangebote,"Prof. Dr. med. Burkhard Jabs
burkhard.jabs@klinikum-dresden.de
Christin Hausch Ressort Personal
bewerbung@klinikum-dresden.de       "
Herzzentrum Dresden,https://www.sana.de/herzzentrum-dresden/karriere/, https://www.sana.de/herzzentrum-dresden/karriere/," Direktor Univ.-Prof. Dr. Jens Faßl
hzd-kardioanaesthesie@herzzentrum-dresden.com       "
Diakonissenkrankenhaus Dresden,https://www.diako-dresden.de/diakonissen-krankenhaus/,https://www.diako-dresden.de/informationsseiten/aktuelles/jobs-karriere/stellenanzeigen/,Steffi.Hannusch@diako-niesky.de Personalreferentin       
Diakonissenkrankenhaus Krankenhaus Emmaus Niesky,https://www.diako-dresden.de/medizinische-versorgung/krankenhaus-emmaus-niesky/,https://www.diako-dresden.de/informationsseiten/aktuelles/jobs-karriere/stellenanzeigen/," Chefarzt Chirurgie Nils Walther
nils.walther@diako-niesky.de
Personalwirtschaft Stefanie Tzschopp
personalwirtschaft@diako-dresden.de""      "
St.-Marien-Krankenhaus Dresden,https://www.mkh-dresden.de/,https://jobs.caritas-dicvdresden.de/stellenangebote.html?filter%5bclient_id%5d=2,"Chefarzt der Neurologischen Klinik
Herr Dr. Wolfgang Meister
W.Meister@mkh-dresden.de
Neurologie@mkh-dresden.de
Personal@mkh-dresden.de       "
Krankenhaus Bautzen,https://www.oberlausitz-kliniken.de/kliniken-bereiche/krankenhaus-bautzen/,https://www.oberlausitz-kliniken.de/studium-beruf-karriere-jobs/stellenangebote/,"ChefärztinKlinik Frau Dr. med. Wilma Aron
wilma.aron@oberlausitz-kliniken.de
bewerbungen@oberlausitz-kliniken.de Chefärzte Kliniken Bautzen
Frau Dr. med. Katrin Fritzsche
Katrin.Fritzsche@Oberlausitz-Kliniken.de
Standort Bischofswerda
Frau Dr. med. Dagmar Engemann
bewerbungen@oberlausitz-kliniken.de Chefarzt der Klinik, Dr. med. Ulf Winkler
ulf.winkler@oberlausitz-kliniken.de
bewerbungen@oberlausitz-kliniken.de     "
Krankenhaus Bischofswerda,https://www.oberlausitz-kliniken.de/kliniken-bereiche/krankenhaus-bischofswerda/,https://www.oberlausitz-kliniken.de/studium-beruf-karriere-jobs/stellenangebote/,"ChefärztinKlinik Frau Dr. med. Wilma Aron
wilma.aron@oberlausitz-kliniken.de
bewerbungen@oberlausitz-kliniken.de       "
ASKLEPIOS-ASB Klinik Radeberg,https://www.asklepios.com/radeberg/,https://www.asklepios.com/radeberg/unternehmen/bewerber/stellenangebote/,"m.goevercin@asklepios.com CHefarzt Geriatrie Herr Dr. med. Markus Eller
m.eller@asklepios.com
personal.sachsen@asklepios.com      "
Asklepios Fachklinikum Wiesen,https://www.asklepios.com/wiesen/,https://www.asklepios.com/wiesen/unternehmen/bewerber/stellenangebote/,"Geschäftsführung Herr Ringo Schauer
r.schauer@asklepios.com         "
Sächsisches Krankenhaus Arnsdorf,Startseite | Sächsisches Krankenhaus Arnsdorf (sachsen.de),https://www.skh-arnsdorf.sachsen.de/beruf-karriere/stellenangebote/aerztliches-personal/,       
St. Johannes Krankenhaus Kamenz,https://johannes-kamenz.de/karriere/,https://jobs.johannes-kamenz.de/de/?cf%5B%5D=1089&searchterm=&1#custom_filter_container,"Jörg Budich Personalentwicklung
j.budich@carolus-goerlitz.de Oberarzt, Facharzt für Innere Medizin
Dr. med. M. Eckert
Sekreteriat S. Guder
s.guder@johannes-kamenz.de      "
St. Carolus Krankenhaus Görlitz,https://carolus-goerlitz.de/,https://jobs.carolus-goerlitz.de/de/?cf%5B%5D=1089&searchterm=&1#custom_filter_container,Bewerbungen nur übers Jobportal senden j.budich@carolus-goerlitz.de Personalabteilung      
Fachkrankenhaus für Neurologie Epilepsiezentrum Kleinwachau gGmbH,https://www.kleinwachau.de/,https://www.kleinwachau.de/jobs,"m.huendorf@kleinwachau.de Personalsachbearbeiterin Dr. Thomas Mayer Chefarztt
t.mayer@kleinwachau.de
Anna John Recruiting und Bewerbermanagement
bewerbung@kleinwachau.de      "
VAMED Klinik Schloss Pulsnitz,https://www.vamed-gesundheit.de/reha/schloss-pulsnitz/,https://www.vamed-gesundheit.de/reha/schloss-pulsnitz/unsere-klinik/karriere/stellenangebote/?tx_heliosuwsjoboffers_joboffers%5Bclinic%5D=122&tx_heliosuwsjoboffers_joboffers%5Bareas%5D=1&tx_heliosuwsjoboffers_joboffers%5Bsearch%5D=,heike.rentsch@vamed-gesundheit.de Personalleiterin anke.mueller@vamed-gesundheit.de Personal bewerbung-pulsnitz(at)vamed-gesundheit.de     
Städtisches Klinikum Görlitz,https://www.klinikum-goerlitz.de/,https://www.klinikum-goerlitz.de/karriere-ausbildung/offene-stellen/,"Chefärztin dr. med. Katalin Müller 
kinderklinik@klinikum-goerlitz.de
bewerbungen@klinikum-goerlitz.de Prof. Dr. med. Stefan Zeller
Chefarzt
geriatrie@klinikum-goerlitz.de
bewerbungen@klinikum-goerlitz.de PD Dr. med. habil. Christian Pflücke 
medklinik@klinikum-goerlitz.de
bewerbungen@klinikum-goerlitz.de

Da wir zuletzt mehrere approbierte Ärzte eingestellt 
haben, besteht bei uns erstmal kein Bedarf an Ärzten 
niedrige..r Ausbildungsstufe. 
Datum: 28.04.2025     "
Klinikum Oberlausitzer Bergland,https://klinikum-oberlausitzer-bergland.de/beruf-karriere/stellenangebote,https://klinikum-oberlausitzer-bergland.de/beruf-karriere/stellenangebote,"Herr Hempel Personalabteilung
personal@mg-lg.de       "
Sächsisches Krankenhaus Großschweidnitz,https://www.skh-grossschweidnitz.sachsen.de/startseite/,https://www.skh-grossschweidnitz.sachsen.de/beruf-karriere/aktuelle-stellenangebote/aerztlicher-dienst/,"bewerbung@skhgr.sms.sachsen.de Chefärztin Klinik für Psychiatrie/Psychotherapie
Frau Dr. med. Farhat
Loretta.Farhat@skhgr.sms.sachsen.de Klinik für Kinder- und Jugendpsychiatrie/Psychotherapie,
Frau Dr. med. Hartmann
Anja.Hartmann@skhgr.sms.sachsen.de
Frau  Ulrike Paul
ulrike.paul@skhrr.sms.sachsen.de     "
Fachklinik für Orthopädie Rothenburg,http://klinik-rothenburg.diakonie.foundation/,http://klinik-rothenburg.diakonie.foundation/aktuelle_jobangebote.html,"Gudrun Lehnhardt Personalentwicklung
karriere@diakonie.foundation       "
Kreiskrankenhaus Weißwasser,https://kreiskrankenhaus-weisswasser.de/,https://kreiskrankenhaus-weisswasser.de/beruf-karriere/stellenangebote,personal@mg-lg.de       
ELBLANDKLINIKUM Radebeul,https://www.elblandkliniken.de/radebeul/,https://elblandkliniken.career.softgarden.de/,"Herr Prof. Dr. Maximilian Pilhatsch
Maximilian.Pilhatsch@elblandkliniken.de
bewerbung.radebeul@elblandkliniken.de       "
ELBLAND Rehabilitations- und Präventionsklinik Großenhain,Facharztzentrum der ELBLAND Rehabilitationsklinik Großenhain - ELBLAND Reha- und Präventions GmbH (elbland-reha.de),https://www.recura-jobs.de/#jobs%3Alocation%253DGro%25C3%259Fenhain,"PD Dr. med. Imanuel Dzialowski
imanuel.dzialowski@elbland-reha.de       "
ELBLANDKLINIKUM Meißen,https://www.elblandkliniken.de/meissen/,https://www.elblandkliniken.de/karriere/stellenangebote/,"Bewerbung.Riesa@elblandkliniken.de
Personal Dorit Koch Bewerbung.Radebeul@elblandkliniken.de
Personal Janine Nicolai
Chefarzt Dr. Thorsten Fuß bewerbung.meissen@elblandkliniken.de     "
ELBLANDKLINIKUM Riesa,https://www.elblandkliniken.de/riesa/,https://www.elblandkliniken.de/karriere/assistenzaerzte/,       
"Fachkrankenhaus Coswig - Lungenzentrum
",https://www.fachkrankenhaus-coswig.de/fkc.html,https://www.recura-jobs.de/#jobs%3Alocation%253DCoswig, leuteritz@lungenzentrum-coswig.de Sekretärin von Prof. Dr. Koschel       
Fachkliniken für Geriatrie Radeburg,https://www.fachkliniken-radeburg.de/fkg.html,https://www.recura-jobs.de/#jobs%3Alocation%253DRadeburg,"Frau Daniela Dießner-Koerner
Chefärztin Geriatrie
diessner-koerner@fachkliniken-radeburg.de
bewerbung@recura-kliniken.de Chefarzt Herr Dr. Neubart
neubart@fachkliniken-radeburg.de koerner@recura-kliniken.de Recruiter     "
KLINIK BAVARIA Kreischa,https://www.klinik-bavaria.de/,https://karriere.klinik-bavaria.de/aerztlicher-dienst,"Susann Kühnrich
Mitarbeiterin Personalabteilung
Referat – Ärztlicher Dienst
referat.aerztlicherdienst@klinik-bavaria.de
Aktuell nur Bewerber mit Approbation personal@klinik-bavaria.de      "
Neurologisches Rehabilitationszentrum für Kinder KLINIK BAVARIA Zscheckwitz,https://zscheckwitz.klinik-bavaria.de/,https://karriere.klinik-bavaria.de/aerztlicher-dienst,"Susann Kühnrich
Mitarbeiterin Personalabteilung
Referat – Ärztlicher Dienst
referat.aerztlicherdienst@klinik-bavaria.de
Aktuell nur Bewerber mit Approbation personal@klinik-bavaria.de      "
Sächsische Schweiz Klinik Sebnitz,https://www.asklepios.com/sebnitz/,https://www.asklepios.com/sebnitz/unternehmen/bewerber/stellenangebote/,"Herr Dr. Hendrik Heise
kommissarischer Chefarzt
h.heise@asklepios.com
personal.sachsen@asklepios.com Asklepios Klinik Weißenfels
Personalleiter
Herr Christopher Arnold
c.arnold@asklepios.com Frau Kerstin Forkert
k.forkert@asklepios.com     "
Asklepios Orthopädische Klinik Hohwald,https://www.asklepios.com/hohwald/,https://www.asklepios.com/hohwald/unternehmen/bewerber/stellenangebote/,       
Universitätsklinikum Leipzig,https://www.uniklinikum-leipzig.de/stellenangebote,https://www.uniklinikum-leipzig.de/jobs-ausbildung/karriere-machen/stellenangebote,       
Klinikum St. Georg Leipzig,https://www.sanktgeorg.de/klinikum-st-georg-krankenhaus-medizin-in-leipzig.html,https://www.duwirpasst.de/,"Chefarzt Klinik für Psychiatrie und Psychotherapie
Herr Dr. med. Grampp
Peter.Grampp@KH-Hubertusburg.de Chefarzt Unfallchirurgie, Orthopädie, Chirurgie
Herr PD Dr. med. habil. Jörg Böhme
j.boehme@sanktgeorg.de
jobs@sanktgeorg.de      "
St. Elisabeth-Krankenhaus Leipzig,https://ek-leipzig.de/mitarbeiter-karriere.html,https://ek-leipzig.de/mitarbeiter-karriere/stellenangebote.html,caroline.milker@ek-leipzig.de       
Ev. Diakonissenkrankenhaus Leipzig,https://www.diako-leipzig.de/,https://www.amd-karriere.de/jobs,"Personalassistentin Frau Simon
personalabteilung@ediacon.de       "
Sana Kliniken Leipziger Land,https://www.kh-muldental.de/beruf-karriere/,https://fa-eycl-saasfaeuraprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/de/sites/CX_4025/requisitions?lastSelectedFacet=CATEGORIES&mode=job-location&selectedCategoriesFacet=300000002520091&selectedLocationsFacet=100000001926221,       
Lausitzer Seenland Klinikum,https://www.sana.de/seenlandklinikum,https://jobs.sana.de/de/sites/CX_4025/jobs?lastSelectedFacet=ORGANIZATIONS&location=Hoyerswerda%2C+Sachsen%2C+Deutschland&locationId=100000001950394&locationLevel=city&mode=job-location&radius=25&radiusUnit=KM&selectedOrganizationsFacet=300000011229998%3B300000012364086%3B300000012346474,       
